Timestamp,DNI,DHI,GHI,ENTRY_TIME
2023-07-23 07:30:00+05:30,43.03,162.99,179.8,2023-07-23 07:42
2023-07-23 07:45:00+05:30,75.08,193.19,226.1,2023-07-23 08:06
2023-07-23 08:00:00+05:30,126.97,225.51,289.0,2023-07-23 08:12
2023-07-23 08:15:00+05:30,222.2,237.88,358.9,2023-07-23 08:36
2023-07-23 08:30:00+05:30,315.47,238.17,423.6,2023-07-23 08:42
2023-07-23 08:45:00+05:30,368.19,241.29,473.0,2023-07-23 09:06
2023-07-23 09:00:00+05:30,406.39,249.94,527.1,2023-07-23 09:12
2023-07-23 09:15:00+05:30,467.39,243.19,579.4,2023-07-23 09:36
2023-07-23 09:30:00+05:30,510.35,239.53,624.7,2023-07-23 09:42
2023-07-23 09:45:00+05:30,533.91,244.3,670.7,2023-07-23 10:06
2023-07-23 10:00:00+05:30,583.03,233.65,717.0,2023-07-23 10:12
2023-07-23 10:15:00+05:30,600.1,234.41,748.8,2023-07-23 10:36
2023-07-23 10:30:00+05:30,603.16,240.14,772.7,2023-07-23 10:42
2023-07-23 10:45:00+05:30,595.93,251.69,796.1,2023-07-23 11:06
2023-07-23 11:00:00+05:30,594.54,257.85,812.9,2023-07-23 11:12
2023-07-23 11:15:00+05:30,576.16,271.23,819.2,2023-07-23 11:36
2023-07-23 11:30:00+05:30,568.84,278.95,828.4,2023-07-23 11:42
2023-07-23 11:45:00+05:30,571.68,281.11,840.3,2023-07-23 12:06
2023-07-23 12:00:00+05:30,601.88,268.46,861.2,2023-07-23 12:12
2023-07-23 12:15:00+05:30,599.56,271.07,864.8,2023-07-23 12:36
2023-07-23 12:30:00+05:30,584.73,278.26,857.3,2023-07-23 12:42
2023-07-23 12:45:00+05:30,592.53,273.76,859.0,2023-07-23 13:06
2023-07-23 13:00:00+05:30,580.2,278.91,850.3,2023-07-23 13:12
2023-07-23 13:15:00+05:30,589.08,271.72,845.7,2023-07-23 13:36
2023-07-23 13:30:00+05:30,594.94,265.3,837.2,2023-07-23 13:42
2023-07-23 13:45:00+05:30,527.59,292.15,791.0,2023-07-23 14:06
2023-07-23 14:00:00+05:30,483.09,306.49,754.4,2023-07-23 14:12
2023-07-23 14:15:00+05:30,524.8,281.27,756.9,2023-07-23 14:36
2023-07-23 14:30:00+05:30,550.53,262.91,749.0,2023-07-23 14:42
2023-07-23 14:45:00+05:30,580.39,240.1,732.3,2023-07-23 15:06
2023-07-23 15:00:00+05:30,469.5,276.11,660.7,2023-07-23 15:12
2023-07-23 15:15:00+05:30,395.46,292.67,604.3,2023-07-23 15:36
2023-07-23 15:30:00+05:30,265.63,314.7,512.1,2023-07-23 15:42
2023-07-23 15:45:00+05:30,255.55,301.8,482.5,2023-07-23 16:06
2023-07-23 16:00:00+05:30,252.93,286.16,455.4,2023-07-23 16:12
2023-07-23 16:15:00+05:30,22.8,240.95,255.3,2023-07-23 16:36
2023-07-23 16:30:00+05:30,9.04,185.91,191.1,2023-07-23 16:42
2023-07-23 16:45:00+05:30,7.87,166.13,170.3,2023-07-23 17:06
2023-07-23 17:00:00+05:30,2.67,94.71,96.0,2023-07-23 17:12
2023-07-23 17:15:00+05:30,15.39,151.9,158.4,2023-07-23 17:36
2023-07-23 17:30:00+05:30,2.24,67.06,67.9,2023-07-23 17:42
2023-07-23 17:45:00+05:30,3.53,72.95,74.1,2023-07-23 18:06
2023-07-23 18:00:00+05:30,3.75,63.67,64.7,2023-07-23 18:12
2023-07-23 18:15:00+05:30,0.26,13.84,13.9,2023-07-23 18:36
2023-07-23 18:30:00+05:30,0.16,7.57,7.6,2023-07-23 18:42
2023-07-23 18:45:00+05:30,0.05,2.79,2.8,2023-07-23 19:06
2023-07-23 19:00:00+05:30,0.0,0.4,0.4,2023-07-23 19:12
2023-07-23 19:15:00+05:30,0.0,0.0,0.0,2023-07-23 19:36
2023-07-23 19:30:00+05:30,0.0,0.0,0.0,2023-07-23 19:42
2023-07-23 19:45:00+05:30,0.0,0.0,0.0,2023-07-23 20:06
2023-07-23 20:00:00+05:30,0.0,0.0,0.0,2023-07-23 20:12
2023-07-23 20:15:00+05:30,0.0,0.0,0.0,2023-07-23 20:36
2023-07-23 20:30:00+05:30,0.0,0.0,0.0,2023-07-23 20:42
2023-07-23 20:45:00+05:30,0.0,0.0,0.0,2023-07-23 21:06
2023-07-23 21:00:00+05:30,0.0,0.0,0.0,2023-07-23 21:12
2023-07-23 21:15:00+05:30,0.0,0.0,0.0,2023-07-23 21:36
2023-07-23 21:30:00+05:30,0.0,0.0,0.0,2023-07-23 21:42
2023-07-23 21:45:00+05:30,0.0,0.0,0.0,2023-07-23 22:06
2023-07-23 22:00:00+05:30,0.0,0.0,0.0,2023-07-23 22:12
2023-07-23 22:15:00+05:30,0.0,0.0,0.0,2023-07-23 22:36
2023-07-23 22:30:00+05:30,0.0,0.0,0.0,2023-07-23 22:42
2023-07-23 22:45:00+05:30,0.0,0.0,0.0,2023-07-23 23:06
2023-07-23 23:00:00+05:30,0.0,0.0,0.0,2023-07-23 23:12
2023-07-23 23:15:00+05:30,0.0,0.0,0.0,2023-07-23 23:36
2023-07-23 23:30:00+05:30,0.0,0.0,0.0,2023-07-23 23:42
2023-07-23 23:45:00+05:30,0.0,0.0,0.0,2023-07-24 00:06
2023-07-24 00:00:00+05:30,0.0,0.0,0.0,2023-07-24 00:12
2023-07-24 00:15:00+05:30,0.0,0.0,0.0,2023-07-24 00:36
2023-07-24 00:30:00+05:30,0.0,0.0,0.0,2023-07-24 00:42
2023-07-24 00:45:00+05:30,0.0,0.0,0.0,2023-07-24 01:06
2023-07-24 01:00:00+05:30,0.0,0.0,0.0,2023-07-24 01:12
2023-07-24 01:15:00+05:30,0.0,0.0,0.0,2023-07-24 01:36
2023-07-24 01:30:00+05:30,0.0,0.0,0.0,2023-07-24 01:42
2023-07-24 01:45:00+05:30,0.0,0.0,0.0,2023-07-24 02:06
2023-07-24 02:00:00+05:30,0.0,0.0,0.0,2023-07-24 02:12
2023-07-24 02:15:00+05:30,0.0,0.0,0.0,2023-07-24 02:36
2023-07-24 02:30:00+05:30,0.0,0.0,0.0,2023-07-24 02:42
2023-07-24 02:45:00+05:30,0.0,0.0,0.0,2023-07-24 03:06
2023-07-24 03:00:00+05:30,0.0,0.0,0.0,2023-07-24 03:12
2023-07-24 03:15:00+05:30,0.0,0.0,0.0,2023-07-24 03:36
2023-07-24 03:30:00+05:30,0.0,0.0,0.0,2023-07-24 03:42
2023-07-24 03:45:00+05:30,0.0,0.0,0.0,2023-07-24 04:06
2023-07-24 04:00:00+05:30,0.0,0.0,0.0,2023-07-24 04:12
2023-07-24 04:15:00+05:30,0.0,0.0,0.0,2023-07-24 04:36
2023-07-24 04:30:00+05:30,0.0,0.0,0.0,2023-07-24 04:42
2023-07-24 04:45:00+05:30,0.0,0.0,0.0,2023-07-24 05:06
2023-07-24 05:00:00+05:30,0.0,0.0,0.0,2023-07-24 05:12
2023-07-24 05:15:00+05:30,0.0,0.0,0.0,2023-07-24 05:36
2023-07-24 05:30:00+05:30,0.0,0.0,0.0,2023-07-24 05:42
2023-07-24 05:45:00+05:30,0.0,0.0,0.0,2023-07-24 06:06
2023-07-24 06:00:00+05:30,0.01,0.7,0.7,2023-07-24 06:12
2023-07-24 06:15:00+05:30,0.72,12.41,12.5,2023-07-24 06:36
2023-07-24 06:30:00+05:30,1.16,22.5,22.7,2023-07-24 06:42
2023-07-24 06:45:00+05:30,5.17,60.84,62.0,2023-07-24 07:06
2023-07-24 07:00:00+05:30,20.29,109.97,115.9,2023-07-24 07:12
2023-07-24 07:15:00+05:30,56.78,147.08,166.5,2023-07-24 07:36
2023-07-24 07:30:00+05:30,112.32,175.91,219.8,2023-07-24 07:42
2023-07-24 07:45:00+05:30,179.43,195.74,274.4,2023-07-24 08:06
2023-07-24 08:00:00+05:30,227.08,217.76,331.3,2023-07-24 08:12
2023-07-24 08:15:00+05:30,301.55,223.66,387.9,2023-07-24 08:36
2023-07-24 08:30:00+05:30,380.74,222.21,446.0,2023-07-24 08:42
2023-07-24 08:45:00+05:30,440.13,220.92,497.9,2023-07-24 09:06
2023-07-24 09:00:00+05:30,473.02,228.8,551.4,2023-07-24 09:12
2023-07-24 09:15:00+05:30,520.38,224.87,599.2,2023-07-24 09:36
2023-07-24 09:30:00+05:30,567.71,218.44,646.9,2023-07-24 09:42
2023-07-24 09:45:00+05:30,581.59,225.72,690.2,2023-07-24 10:06
2023-07-24 10:00:00+05:30,613.03,221.57,729.8,2023-07-24 10:12
2023-07-24 10:15:00+05:30,639.37,218.15,766.2,2023-07-24 10:36
2023-07-24 10:30:00+05:30,656.03,217.66,796.9,2023-07-24 10:42
2023-07-24 10:45:00+05:30,661.01,223.04,826.9,2023-07-24 11:06
2023-07-24 11:00:00+05:30,676.36,221.17,852.6,2023-07-24 11:12
2023-07-24 11:15:00+05:30,688.06,220.12,874.5,2023-07-24 11:36
2023-07-24 11:30:00+05:30,700.77,217.91,894.8,2023-07-24 11:42
2023-07-24 11:45:00+05:30,693.17,224.07,902.1,2023-07-24 12:06
2023-07-24 12:00:00+05:30,712.47,216.95,918.6,2023-07-24 12:12
2023-07-24 12:15:00+05:30,717.78,215.81,926.6,2023-07-24 12:36
2023-07-24 12:30:00+05:30,728.44,211.15,932.5,2023-07-24 12:42
2023-07-24 12:45:00+05:30,728.13,210.73,929.9,2023-07-24 13:06
2023-07-24 13:00:00+05:30,725.97,210.37,923.0,2023-07-24 13:12
2023-07-24 13:15:00+05:30,710.3,215.6,907.7,2023-07-24 13:36
2023-07-24 13:30:00+05:30,678.75,226.65,879.1,2023-07-24 13:42
2023-07-24 13:45:00+05:30,669.36,227.11,860.0,2023-07-24 14:06
2023-07-24 14:00:00+05:30,670.33,222.28,843.8,2023-07-24 14:12
2023-07-24 14:15:00+05:30,653.95,224.32,817.0,2023-07-24 14:36
2023-07-24 14:30:00+05:30,623.71,231.4,782.1,2023-07-24 14:42
2023-07-24 14:45:00+05:30,615.25,225.74,747.5,2023-07-24 15:06
2023-07-24 15:00:00+05:30,614.47,218.36,721.7,2023-07-24 15:12
2023-07-24 15:15:00+05:30,553.66,233.51,669.8,2023-07-24 15:36
2023-07-24 15:30:00+05:30,494.69,241.58,609.2,2023-07-24 15:42
2023-07-24 15:45:00+05:30,443.74,247.03,560.8,2023-07-24 16:06
2023-07-24 16:00:00+05:30,425.35,239.49,524.1,2023-07-24 16:12
2023-07-24 16:15:00+05:30,394.6,228.96,471.9,2023-07-24 16:36
2023-07-24 16:30:00+05:30,333.44,228.35,419.6,2023-07-24 16:42
2023-07-24 16:45:00+05:30,288.28,220.23,373.0,2023-07-24 17:06
2023-07-24 17:00:00+05:30,252.63,207.42,329.9,2023-07-24 17:12
2023-07-24 17:15:00+05:30,219.84,184.89,277.8,2023-07-24 17:36
2023-07-24 17:30:00+05:30,108.42,168.48,209.1,2023-07-24 17:42
2023-07-24 18:15:00+05:30,3.72,51.76,52.6,2023-07-24 18:36
2023-07-24 18:30:00+05:30,0.92,18.06,18.2,2023-07-24 18:42
2023-07-24 18:45:00+05:30,0.81,11.32,11.4,2023-07-24 19:06
2023-07-24 19:00:00+05:30,0.0,0.3,0.3,2023-07-24 19:18
2023-07-24 19:15:00+05:30,0.0,0.0,0.0,2023-07-24 19:36
2023-07-24 19:30:00+05:30,0.0,0.0,0.0,2023-07-24 19:42
2023-07-24 19:45:00+05:30,0.0,0.0,0.0,2023-07-24 20:06
2023-07-24 20:00:00+05:30,0.0,0.0,0.0,2023-07-24 20:31
